Word	Category
endothermic reaction [absorbs heat]	Chemistry - Intermediate
entropy [ΔS value]	Chemistry - Intermediate
Gibbs free energy [ΔG = ΔH − TΔS]	Chemistry - Intermediate
calorimetry [q = mcΔT]	Chemistry - Intermediate
specific heat [heat capacity]	Chemistry - Intermediate
Hess\'s law [sum of steps]	Chemistry - Intermediate
sublimation [dry ice example]	Chemistry - Intermediate
deposition [frost formation]	Chemistry - Intermediate
colligative properties [boiling point elevation]	Chemistry - Intermediate
molality [concentration unit]	Chemistry - Intermediate
solubility [grams per liter]	Chemistry - Intermediate
saturated solution [at equilibrium]	Chemistry - Intermediate
precipitation reaction [solid from solution]	Chemistry - Intermediate
electrolyte [ionic compound]	Chemistry - Intermediate
nonelectrolyte [molecular compound]	Chemistry - Intermediate
half-life [radioactive decay rate]	Chemistry - Intermediate
nuclear fission [releases energy]	Chemistry - Intermediate
nuclear fusion [sun\'s energy source]	Chemistry - Intermediate
isotope [same element variant]	Chemistry - Intermediate
ion [cation or anion]	Chemistry - Intermediate
cell (smallest unit of life) [basic life unit]	Biology - Easy
nucleus (cell control center) [contains DNA]	Biology - Easy
cell membrane (cell outer barrier) [controls entry and exit]	Biology - Easy
cell wall (rigid plant cell layer) [plant cell support]	Biology - Easy
chloroplast (photosynthesis organelle) [makes food in plants]	Biology - Easy
mitochondria (cell energy maker) [powerhouse of cell]	Biology - Easy
cytoplasm (jelly-like cell filling) [holds organelles]	Biology - Easy
vacuole (cell storage bubble) [stores water and nutrients]	Biology - Easy
ribosome (protein making structure) [builds proteins]	Biology - Easy
photosynthesis (plants make glucose) [uses sunlight]	Biology - Easy
carbon dioxide (gas plants absorb) [CO₂]	Biology - Easy
oxygen (gas plants release) [O₂]	Biology - Easy
glucose (sugar plants produce) [energy molecule]	Biology - Easy
chlorophyll (green plant pigment) [absorbs sunlight]	Biology - Easy
root (absorbs water underground) [plant anchor]	Biology - Easy
stem (supports leaves and flowers) [plant transport]	Biology - Easy
leaf (where photosynthesis occurs) [food-making organ]	Biology - Easy
flower (plant reproductive structure) [makes seeds]	Biology - Easy
seed (contains baby plant) [plant embryo]	Biology - Easy
pollen (powdery plant fertilizer) [male plant cell]	Biology - Easy
pollination (pollen reaches flower) [bee-assisted transfer]	Biology - Easy
germination (seed begins growing) [sprouting process]	Biology - Easy
fruit (seed-containing structure) [protects seeds]	Biology - Easy
ecosystem (living and nonliving together) [community and environment]	Biology - Easy
habitat (where organism lives) [natural home]	Biology - Easy
food chain (energy transfer sequence) [who eats whom]	Biology - Easy
producer (makes own food) [plants and algae]	Biology - Easy
consumer (eats other organisms) [animals]	Biology - Easy
herbivore (eats only plants) [plant eater]	Biology - Easy
carnivore (eats only meat) [meat eater]	Biology - Easy
omnivore (eats plants and meat) [mixed diet]	Biology - Easy
decomposer (breaks down dead matter) [fungi and bacteria]	Biology - Easy
predator (hunts other animals) [hunter]	Biology - Easy
prey (hunted by predators) [food for predators]	Biology - Easy
food web (interconnected food chains) [complex energy flow]	Biology - Easy
vertebrate (animal with backbone) [fish birds mammals]	Biology - Easy
invertebrate (animal without backbone) [insects worms jellyfish]	Biology - Easy
mammal (warm-blooded with fur) [nurses young with milk]	Biology - Easy
reptile (cold-blooded with scales) [lizards snakes turtles]	Biology - Easy
amphibian (lives on land and water) [frogs salamanders]	Biology - Easy
fish (aquatic with gills) [breathes underwater]	Biology - Easy
bird (feathered warm-blooded animal) [lays hard eggs]	Biology - Easy
insect (six-legged arthropod) [ants bees butterflies]	Biology - Easy
arachnid (eight-legged arthropod) [spiders scorpions ticks]	Biology - Easy
heart (pumps blood organ) [circulatory system]	Biology - Easy
lungs (breathing organs) [respiratory system]	Biology - Easy
brain (thinking organ) [nervous system control]	Biology - Easy
stomach (digests food organ) [digestive system]	Biology - Easy
skeleton (bone framework) [supports body]	Biology - Easy
muscle (body movement tissue) [contracts and relaxes]	Biology - Easy
skin (body outer covering) [largest organ]	Biology - Easy
blood (carries oxygen through body) [red liquid]	Biology - Easy
bones (hard body framework) [206 in adult body]	Biology - Easy
teeth (chewing structures) [breaks down food]	Biology - Easy
tongue (taste sensing organ) [five taste types]	Biology - Easy
eyes (sight organs) [detect light]	Biology - Easy
ears (hearing organs) [detect sound]	Biology - Easy
nose (smell organ) [detects odors]	Biology - Easy
life cycle (birth to death stages) [organism development]	Biology - Easy
metamorphosis (dramatic body change) [caterpillar to butterfly]	Biology - Easy
larva (immature insect stage) [caterpillar or grub]	Biology - Easy
pupa (resting transformation stage) [chrysalis or cocoon]	Biology - Easy
tadpole (immature frog stage) [has tail and gills]	Biology - Easy
migration (seasonal animal movement) [birds fly south]	Biology - Easy
hibernation (winter deep sleep) [bears do this]	Biology - Easy
camouflage (blending with surroundings) [survival strategy]	Biology - Easy
adaptation (trait for survival) [fits environment]	Biology - Easy
endangered (at risk of extinction) [few left alive]	Biology - Easy
extinct (no longer exists) [dinosaurs are this]	Biology - Easy
species (group of similar organisms) [can reproduce together]	Biology - Easy
population (same species in area) [group count]	Biology - Easy
community (different species together) [living things in area]	Biology - Easy
biome (large ecosystem type) [desert forest tundra]	Biology - Easy
desert (hot dry biome) [little rainfall]	Biology - Easy
rainforest (warm wet dense biome) [most biodiversity]	Biology - Easy
ocean (saltwater biome) [largest ecosystem]	Biology - Easy
tundra (cold treeless biome) [frozen ground]	Biology - Easy
wetland (water-saturated land) [swamps and marshes]	Biology - Easy
freshwater (not salty water) [rivers lakes ponds]	Biology - Easy
bacteria (microscopic single-celled organism) [can be helpful]	Biology - Easy
virus (tiny infectious particle) [causes colds and flu]	Biology - Easy
fungi (decomposing organisms) [mushrooms and mold]	Biology - Easy
nutrition (food for body needs) [vitamins and minerals]	Biology - Easy
protein (body building nutrient) [meat beans eggs]	Biology - Easy
carbohydrate (energy giving nutrient) [bread rice pasta]	Biology - Easy
fat (stored energy nutrient) [butter oil nuts]	Biology - Easy
vitamin (essential body nutrient) [A B C D]	Biology - Easy
mineral (inorganic body nutrient) [calcium iron zinc]	Biology - Easy
water cycle (evaporation and rain) [hydrological cycle]	Biology - Easy
evaporation (water to vapor) [sun heats water]	Biology - Easy
precipitation (water falls from clouds) [rain snow hail]	Biology - Easy
condensation (vapor becomes liquid) [cloud formation]	Biology - Easy
respiration (cells release energy) [uses oxygen]	Biology - Easy
warm-blooded (constant body temperature) [mammals and birds]	Biology - Easy
cold-blooded (variable body temperature) [reptiles and fish]	Biology - Easy
nocturnal (active at night) [owls and bats]	Biology - Easy
diurnal (active during day) [humans and dogs]	Biology - Easy
herbivore (plant-eating animal) [rabbit deer cow]	Biology - Easy
oxygen (gas animals breathe in) [needed for survival]	Biology - Easy
carbon dioxide (gas animals breathe out) [waste gas]	Biology - Easy
DNA (deoxyribonucleic acid) [genetic blueprint]	Biology - Intermediate
RNA (ribonucleic acid) [protein synthesis messenger]	Biology - Intermediate
gene (DNA segment for trait) [unit of heredity]	Biology - Intermediate
chromosome (DNA package structure) [23 pairs in humans]	Biology - Intermediate
allele (gene variant form) [dominant or recessive]	Biology - Intermediate
dominant allele (expressed over recessive) [uppercase letter]	Biology - Intermediate
recessive allele (masked by dominant) [lowercase letter]	Biology - Intermediate
genotype (genetic makeup letters) [AA Aa aa]	Biology - Intermediate
phenotype (observable trait expression) [physical appearance]	Biology - Intermediate
heterozygous (two different alleles) [Aa carrier]	Biology - Intermediate
homozygous (two same alleles) [AA or aa]	Biology - Intermediate
Punnett square (cross prediction grid) [genetics tool]	Biology - Intermediate
Mendel (father of genetics) [pea plant experiments]	Biology - Intermediate
mutation (DNA sequence change) [source of variation]	Biology - Intermediate
heredity (trait inheritance process) [parents to offspring]	Biology - Intermediate
mitosis (cell division for growth) [produces identical cells]	Biology - Intermediate
meiosis (cell division for gametes) [produces sex cells]	Biology - Intermediate
cytokinesis (cytoplasm division) [cell splitting apart]	Biology - Intermediate
interphase (cell growth phase) [DNA replication occurs]	Biology - Intermediate
prophase (chromosomes condense phase) [spindle forms]	Biology - Intermediate
metaphase (chromosomes align middle) [equatorial plate]	Biology - Intermediate
anaphase (chromosomes separate phase) [pulled to poles]	Biology - Intermediate
telophase (nuclear envelope reforms) [division nearly complete]	Biology - Intermediate
gamete (reproductive sex cell) [sperm or egg]	Biology - Intermediate
zygote (fertilized egg cell) [first cell of organism]	Biology - Intermediate
diploid (two chromosome sets) [body cells 2n]	Biology - Intermediate
haploid (one chromosome set) [sex cells n]	Biology - Intermediate
crossing over (chromosome segment exchange) [genetic recombination]	Biology - Intermediate
natural selection (survival of fittest) [Darwin\'s theory]	Biology - Intermediate
evolution (species change over time) [adaptation accumulation]	Biology - Intermediate
adaptation (evolved survival trait) [fitness advantage]	Biology - Intermediate
speciation (new species formation) [reproductive isolation]	Biology - Intermediate
fossil record (preserved organism evidence) [evolution proof]	Biology - Intermediate
homologous structures (similar anatomy different function) [common ancestor]	Biology - Intermediate
vestigial structures (reduced useless organs) [evolutionary remnants]	Biology - Intermediate
taxonomy (organism classification science) [naming and grouping]	Biology - Intermediate
binomial nomenclature (two-part species name) [genus and species]	Biology - Intermediate
kingdom (highest classification level) [animal plant fungi]	Biology - Intermediate
phylum (second classification level) [body plan group]	Biology - Intermediate
class (third classification level) [mammalia reptilia]	Biology - Intermediate
order (fourth classification level) [primates carnivora]	Biology - Intermediate
family (fifth classification level) [related genera]	Biology - Intermediate
genus (sixth classification level) [closely related species]	Biology - Intermediate
species (most specific classification) [can interbreed]	Biology - Intermediate
ecology (organism environment study) [interactions science]	Biology - Intermediate
biotic factor (living ecosystem part) [plants animals fungi]	Biology - Intermediate
abiotic factor (nonliving ecosystem part) [water sunlight soil]	Biology - Intermediate
symbiosis (close species relationship) [living together]	Biology - Intermediate
mutualism (both species benefit) [clownfish and anemone]	Biology - Intermediate
parasitism (one benefits one harmed) [tick on dog]	Biology - Intermediate
commensalism (one benefits one unaffected) [barnacle on whale]	Biology - Intermediate
competition (organisms rival for resources) [same niche struggle]	Biology - Intermediate
niche (organism\'s ecological role) [job in ecosystem]	Biology - Intermediate
succession (ecosystem change over time) [community replacement]	Biology - Intermediate
carrying capacity (maximum population supported) [resource limit]	Biology - Intermediate
trophic level (feeding position level) [energy pyramid step]	Biology - Intermediate
biomass (total living matter mass) [organic material weight]	Biology - Intermediate
endoplasmic reticulum (membrane transport network) [smooth and rough]	Biology - Intermediate
Golgi apparatus (protein packaging organelle) [shipping department]	Biology - Intermediate
lysosome (digestive enzyme organelle) [cell cleanup crew]	Biology - Intermediate
ATP (adenosine triphosphate) [energy currency]	Biology - Intermediate
cellular respiration (glucose to ATP) [C₆H₁₂O₆ + O₂]	Biology - Intermediate
glycolysis (glucose splitting process) [first respiration step]	Biology - Intermediate
Krebs cycle (citric acid cycle) [second respiration step]	Biology - Intermediate
electron transport chain (ATP production stage) [most ATP made]	Biology - Intermediate
fermentation (anaerobic energy release) [without oxygen]	Biology - Intermediate
enzyme (biological reaction catalyst) [protein catalyst]	Biology - Intermediate
substrate (enzyme target molecule) [lock and key fit]	Biology - Intermediate
active site (enzyme binding region) [substrate fits here]	Biology - Intermediate
protein (amino acid polymer) [folded polypeptide]	Biology - Intermediate
amino acid (protein building block) [20 types exist]	Biology - Intermediate
lipid (fat and oil molecule) [energy storage molecule]	Biology - Intermediate
carbohydrate (sugar and starch molecule) [quick energy source]	Biology - Intermediate
nucleotide (DNA building block) [base sugar phosphate]	Biology - Intermediate
codon (three-base RNA sequence) [codes for amino acid]	Biology - Intermediate
transcription (DNA to mRNA process) [occurs in nucleus]	Biology - Intermediate
translation (mRNA to protein process) [occurs at ribosome]	Biology - Intermediate
replication (DNA copying process) [semiconservative method]	Biology - Intermediate
homeostasis (internal balance maintenance) [stable internal environment]	Biology - Intermediate
negative feedback (reverses change direction) [thermostat example]	Biology - Intermediate
positive feedback (amplifies change direction) [blood clotting example]	Biology - Intermediate
hormone (chemical messenger molecule) [endocrine system signal]	Biology - Intermediate
neuron (nerve signal cell) [brain and nerve cell]	Biology - Intermediate
synapse (nerve cell junction) [signal crossing gap]	Biology - Intermediate
immune system (body defense network) [fights pathogens]	Biology - Intermediate
antibody (pathogen targeting protein) [immune response molecule]	Biology - Intermediate
antigen (immune triggering molecule) [foreign substance marker]	Biology - Intermediate
vaccine (weakened pathogen preparation) [builds immunity]	Biology - Intermediate
pathogen (disease causing organism) [bacteria virus parasite]	Biology - Intermediate
antibiotic (kills bacteria medicine) [penicillin example]	Biology - Intermediate
mitochondrial DNA (maternal genetic material) [inherited from mother]	Biology - Intermediate
stem cell (unspecialized dividing cell) [can become any cell]	Biology - Intermediate
cancer (uncontrolled cell division) [tumor formation]	Biology - Intermediate
genetic engineering (DNA manipulation technology) [gene editing]	Biology - Intermediate
GMO (genetically modified organism) [altered DNA organism]	Biology - Intermediate
cloning (identical genetic copy) [Dolly the sheep]	Biology - Intermediate
gel electrophoresis (DNA separation technique) [size-based sorting]	Biology - Intermediate
PCR (DNA amplification technique) [polymerase chain reaction]	Biology - Intermediate
plasmid (bacterial circular DNA) [gene transfer vector]	Biology - Intermediate
biodiversity (variety of life forms) [species richness]	Biology - Intermediate
George Washington (first president) [father of country]	US History - Easy
Abraham Lincoln (16th president) [freed the slaves]	US History - Easy
Thomas Jefferson (wrote famous document) [Declaration of Independence]	US History - Easy
Benjamin Franklin (inventor and diplomat) [founding father]	US History - Easy
John Adams (second president) [first vice president]	US History - Easy
James Madison (father of document) [Constitution author]	US History - Easy
Alexander Hamilton (first treasury secretary) [financial system creator]	US History - Easy
Paul Revere (midnight ride warning) [the British are coming]	US History - Easy
Betsy Ross (flag maker legend) [first American flag]	US History - Easy
Pocahontas (helped Jamestown settlers) [Native American peacemaker]	US History - Easy
Declaration of Independence (freedom document year) [1776]	US History - Easy
Constitution (supreme law document) [We the People]	US History - Easy
Bill of Rights (first ten amendments) [protects freedoms]	US History - Easy
Emancipation Proclamation (freed enslaved people) [Abraham Lincoln 1863]	US History - Easy
Gettysburg Address (famous Civil War speech) [Abraham Lincoln]	US History - Easy
Mayflower (Pilgrim ship name) [sailed to Plymouth]	US History - Easy
Plymouth Rock (Pilgrim landing spot) [Massachusetts 1620]	US History - Easy
Jamestown (first permanent settlement) [Virginia 1607]	US History - Easy
Boston Tea Party (tax protest event) [threw tea overboard]	US History - Easy
Revolutionary War (independence from Britain) [1775 to 1783]	US History - Easy
Civil War (North versus South) [1861 to 1865]	US History - Easy
World War I (first global conflict) [1914 to 1918]	US History - Easy
World War II (second global conflict) [1939 to 1945]	US History - Easy
Pearl Harbor (Japan attacked Hawaii) [December 7 1941]	US History - Easy
D-Day (Allied invasion of France) [June 6 1944]	US History - Easy
Martin Luther King Jr. (civil rights leader) [I Have a Dream]	US History - Easy
Rosa Parks (refused to move seats) [bus boycott hero]	US History - Easy
Harriet Tubman (Underground Railroad conductor) [freed enslaved people]	US History - Easy
Frederick Douglass (abolitionist speaker and writer) [former enslaved person]	US History - Easy
Susan B. Anthony (fought for women\'s vote) [suffrage leader]	US History - Easy
Statue of Liberty (gift from France) [symbol of freedom]	US History - Easy
Liberty Bell (cracked freedom symbol) [Philadelphia landmark]	US History - Easy
Mount Rushmore (four presidents carved) [South Dakota monument]	US History - Easy
White House (president\'s home) [Washington DC]	US History - Easy
Capitol Building (Congress meets here) [Washington DC landmark]	US History - Easy
Washington Monument (tall white obelisk) [DC landmark]	US History - Easy
Lincoln Memorial (seated president statue) [DC memorial]	US History - Easy
Thanksgiving (harvest celebration holiday) [Pilgrims and Natives]	US History - Easy
Independence Day (birthday of America) [July Fourth]	US History - Easy
Memorial Day (honors fallen soldiers) [last Monday in May]	US History - Easy
Veterans Day (honors all who served) [November eleventh]	US History - Easy
Presidents Day (honors US presidents) [February holiday]	US History - Easy
Columbus Day (explorer arrival day) [October holiday]	US History - Easy
Christopher Columbus (sailed to Americas) [1492 voyage]	US History - Easy
Lewis and Clark (explored the West) [Corps of Discovery]	US History - Easy
Louisiana Purchase (doubled US size) [bought from France 1803]	US History - Easy
Gold Rush (California mining rush) [1849 forty-niners]	US History - Easy
Oregon Trail (westward wagon route) [pioneer pathway]	US History - Easy
Transcontinental Railroad (coast to coast train) [completed 1869]	US History - Easy
Thomas Edison (light bulb inventor) [Menlo Park genius]	US History - Easy
Alexander Graham Bell (telephone inventor) [first phone call]	US History - Easy
Wright Brothers (first airplane flight) [Kitty Hawk 1903]	US History - Easy
Henry Ford (Model T car maker) [assembly line pioneer]	US History - Easy
Neil Armstrong (first moon walker) [one small step]	US History - Easy
Amelia Earhart (famous female pilot) [disappeared over Pacific]	US History - Easy
Teddy Roosevelt (26th president) [teddy bear namesake]	US History - Easy
Franklin Roosevelt (32nd president) [New Deal leader]	US History - Easy
John F. Kennedy (35th president) [ask not speech]	US History - Easy
Barack Obama (44th president) [first African American president]	US History - Easy
Ulysses S. Grant (Civil War general) [18th president]	US History - Easy
Robert E. Lee (Confederate general) [surrendered at Appomattox]	US History - Easy
Sacagawea (Lewis and Clark guide) [Shoshone interpreter]	US History - Easy
Sojourner Truth (abolitionist and activist) [Ain\'t I a Woman]	US History - Easy
First Amendment (protects free speech) [freedom of religion]	US History - Easy
Second Amendment (right to bear arms) [gun rights]	US History - Easy
Thirteenth Amendment (abolished slavery) [ratified 1865]	US History - Easy
Nineteenth Amendment (women\'s right to vote) [ratified 1920]	US History - Easy
Electoral College (elects the president) [voting system]	US History - Easy
Congress (Senate and House combined) [legislative branch]	US History - Easy
Supreme Court (highest court in US) [judicial branch]	US History - Easy
President (head of government) [executive branch]	US History - Easy
three branches (legislative executive judicial) [separation of powers]	US History - Easy
democracy (government by the people) [citizen voting]	US History - Easy
amendment (change to Constitution) [27 total amendments]	US History - Easy
Pledge of Allegiance (patriotic daily recitation) [I pledge allegiance]	US History - Easy
Star-Spangled Banner (national anthem name) [Francis Scott Key]	US History - Easy
American flag (stars and stripes) [red white and blue]	US History - Easy
bald eagle (national bird symbol) [American symbol]	US History - Easy
Uncle Sam (US government symbol) [I Want You poster]	US History - Easy
Alamo (famous Texas battle) [Remember the Alamo]	US History - Easy
Trail of Tears (forced Native removal) [Cherokee relocation]	US History - Easy
Underground Railroad (secret escape network) [to freedom in North]	US History - Easy
Manifest Destiny (westward expansion belief) [coast to coast]	US History - Easy
Civil Rights Act (banned discrimination law) [signed 1964]	US History - Easy
Moon Landing (Apollo 11 mission) [July 20 1969]	US History - Easy
Great Depression (worst economic crisis) [started 1929]	US History - Easy
New Deal (FDR\'s recovery programs) [Depression relief]	US History - Easy
Cold War (US versus Soviet tension) [nuclear arms race]	US History - Easy
Thirteen Colonies (original British settlements) [became first states]	US History - Easy
Boston Massacre (British soldiers shot colonists) [1770 incident]	US History - Easy
Minutemen (ready in sixty seconds) [colonial militia]	US History - Easy
Valley Forge (harsh winter camp) [Continental Army 1777]	US History - Easy
John Hancock (large signature signer) [Declaration first signer]	US History - Easy
Patrick Henry (give me liberty speech) [Virginia patriot]	US History - Easy
Eli Whitney (cotton gin inventor) [changed Southern farming]	US History - Easy
Samuel Morse (telegraph inventor) [Morse code creator]	US History - Easy
Dwight Eisenhower (WWII general and president) [34th president]	US History - Easy
Harry Truman (ended WWII president) [33rd president]	US History - Easy
Ellis Island (immigrant entry point) [New York Harbor]	US History - Easy
Homestead Act (free western land law) [signed 1862]	US History - Easy
Marbury v. Madison (Supreme Court case) [judicial review]	US History - Intermediate
McCulloch v. Maryland (federal vs state power) [implied powers]	US History - Intermediate
Dred Scott v. Sandford (slavery case) [not citizens]	US History - Intermediate
Plessy v. Ferguson (segregation case) [separate but equal]	US History - Intermediate
Brown v. Board (school segregation) [unconstitutional]	US History - Intermediate
Roe v. Wade (privacy rights case) [abortion legalized]	US History - Intermediate
Miranda v. Arizona (arrest rights) [right to silence]	US History - Intermediate
Gideon v. Wainwright (criminal defense) [right to attorney]	US History - Intermediate
Gibbons v. Ogden (trade dispute) [interstate commerce]	US History - Intermediate
Citizens United (campaign finance) [corporate spending]	US History - Intermediate
1st Amendment (Bill of Rights) [freedom of speech]	US History - Intermediate
2nd Amendment (Bill of Rights) [right to bear arms]	US History - Intermediate
4th Amendment (Bill of Rights) [search and seizure]	US History - Intermediate
5th Amendment (Bill of Rights) [due process]	US History - Intermediate
13th Amendment (Civil War era) [abolished slavery]	US History - Intermediate
14th Amendment (Civil War era) [equal protection]	US History - Intermediate
15th Amendment (Civil War era) [voting rights race]	US History - Intermediate
19th Amendment (women's suffrage) [women can vote]	US History - Intermediate
18th Amendment (temperance movement) [prohibition]	US History - Intermediate
21st Amendment (repealed prohibition) [alcohol legal again]	US History - Intermediate
22nd Amendment (presidential term) [two term limit]	US History - Intermediate
26th Amendment (Vietnam era) [voting age eighteen]	US History - Intermediate
Reconstruction (post-Civil War) [rebuilding the South]	US History - Intermediate
Freedmen's Bureau (Reconstruction agency) [aid former slaves]	US History - Intermediate
Jim Crow Laws (post-Reconstruction) [racial segregation]	US History - Intermediate
Sharecropping (post-Civil War labor) [tenant farming]	US History - Intermediate
Black Codes (Southern legislation) [restrict Black rights]	US History - Intermediate
Compromise of 1877 (disputed election) [ended Reconstruction]	US History - Intermediate
Manifest Destiny (expansion belief) [westward expansion]	US History - Intermediate
Monroe Doctrine (foreign policy) [no European colonies]	US History - Intermediate
Roosevelt Corollary (to Monroe Doctrine) [US police power]	US History - Intermediate
Sherman Antitrust Act (Progressive Era) [break up monopolies]	US History - Intermediate
Clayton Antitrust Act (trust regulation) [strengthened Sherman Act]	US History - Intermediate
Interstate Commerce Act (railroad regulation) [regulate railroads]	US History - Intermediate
Pure Food and Drug Act (consumer protection) [food safety]	US History - Intermediate
Muckrakers (Progressive journalists) [exposed corruption]	US History - Intermediate
Upton Sinclair (wrote The Jungle) [meatpacking reform]	US History - Intermediate
Jane Addams (social reformer) [Hull House]	US History - Intermediate
Susan B. Anthony (suffrage leader) [women's voting rights]	US History - Intermediate
W.E.B. Du Bois (civil rights leader) [founded NAACP]	US History - Intermediate
Booker T. Washington (educator) [vocational education]	US History - Intermediate
Treaty of Versailles (ended WWI) [punished Germany]	US History - Intermediate
League of Nations (post-WWI group) [international peace]	US History - Intermediate
Lusitania (ship sunk by Germany) [US entered WWI]	US History - Intermediate
Zimmermann Telegram (WWI intercepted message) [Mexico alliance plot]	US History - Intermediate
Pearl Harbor (Japanese attack) [US entered WWII]	US History - Intermediate
D-Day (WWII invasion) [Normandy landing]	US History - Intermediate
Manhattan Project (WWII secret program) [atomic bomb]	US History - Intermediate
Hiroshima (WWII bombing) [first atomic bomb used]	US History - Intermediate
GI Bill (post-WWII law) [veteran benefits]	US History - Intermediate
Marshall Plan (post-WWII aid) [rebuild Europe]	US History - Intermediate
Truman Doctrine (Cold War policy) [contain communism]	US History - Intermediate
NATO (Cold War alliance) [Western military alliance]	US History - Intermediate
Warsaw Pact (Cold War alliance) [Soviet military alliance]	US History - Intermediate
Korean War (Cold War conflict) [divided Korea]	US History - Intermediate
Bay of Pigs (Cuba invasion) [failed CIA operation]	US History - Intermediate
Cuban Missile Crisis (nuclear standoff) [Soviet missiles removed]	US History - Intermediate
Gulf of Tonkin (Vietnam incident) [escalated Vietnam War]	US History - Intermediate
Tet Offensive (Vietnam War) [turning point]	US History - Intermediate
War Powers Act (post-Vietnam law) [limit presidential power]	US History - Intermediate
Domino Theory (Cold War belief) [communism spreads]	US History - Intermediate
Berlin Wall (Cold War symbol) [divided Germany]	US History - Intermediate
Iron Curtain (Cold War term) [East-West divide]	US History - Intermediate
McCarthyism (Red Scare era) [anti-communist witch hunts]	US History - Intermediate
Brown v. Board (desegregation ruling) [end school segregation]	US History - Intermediate
Rosa Parks (Montgomery Bus Boycott) [refused to move]	US History - Intermediate
Martin Luther King Jr. (civil rights leader) [nonviolent protest]	US History - Intermediate
March on Washington (1963 rally) [I Have a Dream]	US History - Intermediate
Civil Rights Act of 1964 (landmark law) [banned discrimination]	US History - Intermediate
Voting Rights Act (1965 law) [protected minority voting]	US History - Intermediate
Malcolm X (civil rights figure) [Black nationalism]	US History - Intermediate
Freedom Riders (civil rights activists) [desegregate buses]	US History - Intermediate
Little Rock Nine (school integration) [Arkansas desegregation]	US History - Intermediate
Sit-ins (civil rights tactic) [nonviolent protest]	US History - Intermediate
New Deal (FDR's programs) [Great Depression relief]	US History - Intermediate
Social Security Act (New Deal program) [retirement benefits]	US History - Intermediate
Tennessee Valley Authority (New Deal agency) [rural electricity]	US History - Intermediate
Great Society (LBJ's programs) [war on poverty]	US History - Intermediate
Medicare (Great Society program) [elderly healthcare]	US History - Intermediate
Medicaid (Great Society program) [low-income healthcare]	US History - Intermediate
Watergate (Nixon scandal) [presidential resignation]	US History - Intermediate
Pentagon Papers (Vietnam secrets) [government deception]	US History - Intermediate
Iran-Contra Affair (Reagan scandal) [secret arms deal]	US History - Intermediate
Camp David Accords (peace agreement) [Egypt-Israel peace]	US History - Intermediate
NAFTA (trade agreement) [free trade North America]	US History - Intermediate
Emancipation Proclamation (Lincoln's order) [freed slaves]	US History - Intermediate
Gettysburg Address (Lincoln's speech) [national unity]	US History - Intermediate
Seneca Falls Convention (1848 meeting) [women's rights]	US History - Intermediate
Trail of Tears (Native American removal) [forced relocation]	US History - Intermediate
Louisiana Purchase (1803 land deal) [doubled US size]	US History - Intermediate
Homestead Act (1862 law) [free western land]	US History - Intermediate
Dawes Act (Native American policy) [tribal land division]	US History - Intermediate
Chinese Exclusion Act (immigration law) [banned Chinese workers]	US History - Intermediate
Immigration Act of 1924 (quota system) [restricted immigration]	US History - Intermediate
Espionage Act (WWI law) [punish war opposition]	US History - Intermediate
Alien and Sedition Acts (1798 laws) [limit free speech]	US History - Intermediate
Federalist Papers (founding documents) [support Constitution]	US History - Intermediate
Electoral College (election system) [indirect voting]	US History - Intermediate
Checks and Balances (government design) [limit power]	US History - Intermediate
Filibuster (Senate tactic) [delay legislation]	US History - Intermediate
Heart (pumps blood) [circulatory system]	Anatomy - Easy
Brain (controls the body) [nervous system]	Anatomy - Easy
Lungs (help you breathe) [respiratory system]	Anatomy - Easy
Stomach (breaks down food) [digestive system]	Anatomy - Easy
Liver (cleans the blood) [largest internal organ]	Anatomy - Easy
Kidneys (filter waste) [make urine]	Anatomy - Easy
Skin (covers your body) [largest organ]	Anatomy - Easy
Skull (protects the brain) [head bone]	Anatomy - Easy
Spine (supports your back) [backbone]	Anatomy - Easy
Ribs (protect your chest) [rib cage]	Anatomy - Easy
Femur (upper leg bone) [longest bone]	Anatomy - Easy
Humerus (upper arm bone) [funny bone area]	Anatomy - Easy
Patella (front of knee) [kneecap]	Anatomy - Easy
Pelvis (supports your hips) [hip bone]	Anatomy - Easy
Clavicle (connects arm to body) [collarbone]	Anatomy - Easy
Scapula (back of shoulder) [shoulder blade]	Anatomy - Easy
Sternum (front of chest) [breastbone]	Anatomy - Easy
Tibia (lower leg bone) [shinbone]	Anatomy - Easy
Fibula (beside the tibia) [calf bone]	Anatomy - Easy
Radius (forearm bone) [thumb side]	Anatomy - Easy
Biceps (front of upper arm) [bends elbow]	Anatomy - Easy
Triceps (back of upper arm) [straightens elbow]	Anatomy - Easy
Quadriceps (front of thigh) [extends knee]	Anatomy - Easy
Hamstrings (back of thigh) [bends knee]	Anatomy - Easy
Abdominals (front of belly) [core muscles]	Anatomy - Easy
Diaphragm (below the lungs) [breathing muscle]	Anatomy - Easy
Tongue (inside the mouth) [taste and speech]	Anatomy - Easy
Teeth (used for chewing) [break down food]	Anatomy - Easy
Esophagus (food tube) [throat to stomach]	Anatomy - Easy
Small Intestine (after stomach) [absorbs nutrients]	Anatomy - Easy
Large Intestine (end of digestion) [absorbs water]	Anatomy - Easy
Appendix (near large intestine) [vestigial organ]	Anatomy - Easy
Gallbladder (stores bile) [helps digest fat]	Anatomy - Easy
Pancreas (near the stomach) [makes insulin]	Anatomy - Easy
