Word	Category	Study
decomposition reaction [breaking apart]	Chemistry	Y
single replacement [substitution reaction]	Chemistry	Y
double replacement [metathesis reaction]	Chemistry	Y
combustion reaction [burning reaction]	Chemistry	Y
redox reaction [oxidation-reduction]	Chemistry	Y
oxidation [increase in charge]	Chemistry	Y
reduction [decrease in charge]	Chemistry	Y
oxidizing agent [causes oxidation]	Chemistry	Y
reducing agent [causes reduction]	Chemistry	Y
Marbury v. Madison [1803 judicial review established]	US History	Y
McCulloch v. Maryland [1819 upheld implied powers]	US History	Y
Gibbons v. Ogden [1824 expanded commerce power]	US History	Y
Dred Scott v. Sandford [1857 denied Black citizenship]	US History	Y
Plessy v. Ferguson [1896 upheld separate but equal]	US History	Y
Brown v. Board of Education [1954 ended school segregation]	US History	Y
Korematsu v. United States [1944 upheld Japanese internment]	US History	Y
Mapp v. Ohio [1961 exclusionary rule applied]	US History	Y
Gideon v. Wainwright [1963 right to counsel guaranteed]	US History	Y
Miranda v. Arizona [1966 Miranda warnings required]	US History	Y
Tinker v. Des Moines [1969 protected student speech]	US History	Y
New York Times v. United States [1971 limited prior restraint]	US History	Y
Roe v. Wade [1973 legalized abortion nationwide]	US History	Y
United States v. Nixon [1974 limited executive privilege]	US History	Y
Regents of UC v. Bakke [1978 limited affirmative action]	US History	Y
Texas v. Johnson [1989 protected flag burning]	US History	Y
Bush v. Gore [2000 halted Florida recount]	US History	Y
Citizens United v. FEC [2010 expanded corporate speech]	US History	Y
Obergefell v. Hodges [2015 legalized same-sex marriage]	US History	Y
Article I [legislative powers defined]	US History	Y
Article II [executive powers defined]	US History	Y
Article III [judicial powers defined]	US History	Y
Article IV [state relations rules]	US History	Y
Article V [amendment process outlined]	US History	Y
Article VI [supremacy of Constitution]	US History	Y
Article VII [ratification procedure set]	US History	Y
Commerce Clause [regulates interstate commerce]	US History	Y
Necessary and Proper Clause [implied powers allowed]	US History	Y
Supremacy Clause [federal law supreme]	US History	Y
Full Faith and Credit Clause [states honor other states]	US History	Y
Privileges and Immunities Clause [protects interstate equality]	US History	Y
General Welfare Clause [spending for common good]	US History	Y
Contract Clause [limits state contract interference]	US History	Y
Takings Clause [just compensation required]	US History	Y
Establishment Clause [no official religion]	US History	Y
Free Exercise Clause [protects religious practice]	US History	Y
Free Speech Clause [protects expression rights]	US History	Y
Free Press Clause [protects press freedom]	US History	Y
Assembly Clause [protects peaceful assembly]	US History	Y
Petition Clause [right to petition government]	US History	Y
Search and Seizure Clause [bans unreasonable searches]	US History	Y
Double Jeopardy Clause [no second prosecution]	US History	Y
Self-Incrimination Clause [protects against self-accusation]	US History	Y
Due Process Clause (5th) [federal due process guaranteed]	US History	Y
Due Process Clause (14th) [state due process guaranteed]	US History	Y
Equal Protection Clause [requires equal treatment]	US History	Y
Confrontation Clause [face accusers in court]	US History	Y
Assistance of Counsel Clause [guarantees legal counsel]	US History	Y
Grand Jury Clause [requires serious-crime indictments]	US History	Y
Cruel and Unusual Punishment Clause [limits harsh penalties]	US History	Y
1st Amendment [1791 freedoms of speech and religion]	US History	Y
2nd Amendment [1791 right to bear arms]	US History	Y
3rd Amendment [1791 no forced quartering]	US History	Y
4th Amendment [1791 no unreasonable searches]	US History	Y
5th Amendment [1791 due process and self-incrimination]	US History	Y
6th Amendment [1791 fair and speedy criminal trial]	US History	Y
7th Amendment [1791 jury trial in civil cases]	US History	Y
8th Amendment [1791 no cruel punishments]	US History	Y
9th Amendment [1791 unlisted rights protected]	US History	Y
10th Amendment [1791 powers reserved to states]	US History	Y
11th Amendment [1795 limits suits against states]	US History	Y
12th Amendment [1804 revised electoral college]	US History	Y
13th Amendment [1865 abolished slavery]	US History	Y
14th Amendment [1868 citizenship and equal protection]	US History	Y
15th Amendment [1870 protected voting by race]	US History	Y
16th Amendment [1913 authorized income tax]	US History	Y
17th Amendment [1913 direct election of senators]	US History	Y
18th Amendment [1919 prohibition of alcohol]	US History	Y
19th Amendment [1920 women’s suffrage guaranteed]	US History	Y
20th Amendment [1933 changed inauguration dates]	US History	Y
21st Amendment [1933 repealed prohibition]	US History	Y
22nd Amendment [1951 limited presidential terms]	US History	Y
23rd Amendment [1961 DC presidential electors]	US History	Y
24th Amendment [1964 banned poll taxes]	US History	Y
25th Amendment [1967 presidential succession rules]	US History	Y
26th Amendment [1971 voting age set to 18]	US History	Y
27th Amendment [1992 delayed congressional pay raises]	US History	Y
"Mountain [high, steep land]"	Landforms	Y
Hill [small raised area of land]	Landforms	Y
Plain [large flat area of land]	Landforms	Y
Plateau [high flat land]	Landforms	Y
Valley [low land between hills or mountains]	Landforms	Y
"Canyon [deep, narrow valley with steep sides]"	Landforms	Y
"Cliff [high, steep rock face]"	Landforms	Y
River [large flowing body of water]	Landforms	Y
Lake [large body of water surrounded by land]	Landforms	Y
Delta [triangle-shaped land at a river’s mouth]	Landforms	Y
Island [land completely surrounded by water]	Landforms	Y
Peninsula [land almost surrounded by water]	Landforms	Y
Bay [water partly surrounded by land]	Landforms	Y
Gulf [large bay-like body of water]	Landforms	Y
Coast [land along the ocean]	Landforms	Y
Beach [sandy or pebbly shore]	Landforms	Y
Dune [hill of sand shaped by wind]	Landforms	Y
Desert [very dry land with little rain]	Landforms	Y
Forest [large area covered with trees]	Landforms	Y
"Jungle [thick, warm, rainy forest]"	Landforms	Y
"Swamp [wet, spongy land with plants]"	Landforms	Y
Wetland [land that is often covered with water]	Landforms	Y
Glacier [slow-moving river of ice]	Landforms	Y
Volcano [mountain that can erupt lava]	Landforms	Y
Crater [bowl-shaped hole in the ground]	Landforms	Y
Fjord [narrow sea inlet between steep cliffs]	Landforms	Y
Lagoon [shallow water separated from sea]	Landforms	Y
Harbor [sheltered place for ships]	Landforms	Y
Oasis [green area in a desert]	Landforms	Y
Mesa [flat-topped hill with steep sides]	Landforms	Y
Circulatory system [moves blood around body]	Human Body	Y
Respiratory system [brings in oxygen to body]	Human Body	Y
Digestive system [breaks down food for energy]	Human Body	Y
Nervous system [controls body and senses]	Human Body	Y
Skeletal system [supports and protects body]	Human Body	Y
Muscular system [helps body move]	Human Body	Y
Immune system [defends against germs]	Human Body	Y
Endocrine system [uses hormones to send signals]	Human Body	Y
Urinary system [removes liquid waste]	Human Body	Y
Reproductive system [helps create new life]	Human Body	Y
Integumentary system [protects body with skin]	Human Body	Y
Brain [controls thoughts and actions]	Human Body	Y
Spinal cord [carries messages to and from brain]	Human Body	Y
Nerves [send signals all over body]	Human Body	Y
Heart [pumps blood through body]	Human Body	Y
"Lungs [take in oxygen, release carbon dioxide]"	Human Body	Y
Stomach [starts breaking down food]	Human Body	Y
Small intestine [absorbs nutrients from food]	Human Body	Y
"Large intestine [takes water, forms waste]"	Human Body	Y
Liver [cleans blood and processes nutrients]	Human Body	Y
Pancreas [helps digest food and control sugar]	Human Body	Y
Kidneys [filter waste from blood]	Human Body	Y
Bladder [stores urine before it leaves body]	Human Body	Y
Skin [protects body and keeps germs out]	Human Body	Y
Bones [give body shape and support]	Human Body	Y
Muscles [pull bones to move body]	Human Body	Y
Eyes [see light and color]	Human Body	Y
Ears [hear sounds and help balance]	Human Body	Y
Nose [smells and helps with taste]	Human Body	Y
Tongue [tastes and helps with speech]	Human Body	Y
Teeth [cut and grind food]	Human Body	Y
Brain [controls body and thinking]	Human Body	Y
Heart [pumps blood nonstop]	Human Body	Y
Lungs [swap oxygen and carbon dioxide]	Human Body	Y
Stomach [mixes food with acids]	Human Body	Y
Liver [cleans blood and helps digestion]	Human Body	Y
Kidneys [filter blood and make urine]	Human Body	Y
"Pancreas [controls blood sugar, aids digestion]"	Human Body	Y
Small intestine [absorbs tiny food particles]	Human Body	Y
"Large intestine [removes water, forms stool]"	Human Body	Y
Bladder [stores urine]	Human Body	Y
Gallbladder [stores bile for fat digestion]	Human Body	Y
"Spleen [helps fight germs, filters blood]"	Human Body	Y
Skin [shields body and controls temperature]	Human Body	Y
Esophagus [moves food to stomach]	Human Body	Y
Trachea [carries air to lungs]	Human Body	Y
Diaphragm [helps lungs move air]	Human Body	Y
Thyroid [controls how fast body uses energy]	Human Body	Y
Ovaries [make eggs and hormones]	Human Body	Y
Testes [make sperm and hormones]	Human Body	Y
Uterus [holds a growing baby]	Human Body	Y
Bone marrow [makes blood cells]	Human Body	Y
Cornea [clear front window of eye]	Human Body	Y
Retina [senses light in eye]	Human Body	Y
Eardrum [vibrates to pass along sound]	Human Body	Y
Sun [star at center of our solar system]	Space	Y
Mercury [small hot inner planet]	Space	Y
"Venus [cloudy, very hot planet]"	Space	Y
"Earth [our home, blue planet]"	Space	Y
Mars [red planet with thin air]	Space	Y
Jupiter [largest gas giant planet]	Space	Y
Saturn [gas giant with bright rings]	Space	Y
Uranus [tilted ice giant planet]	Space	Y
"Neptune [far, cold blue planet]"	Space	Y
Planet [large body orbiting a star]	Space	Y
Dwarf planet [small round body orbiting sun]	Space	Y
Moon [natural satellite of a planet]	Space	Y
Asteroid [rocky object orbiting the sun]	Space	Y
Comet [icy body with glowing tail]	Space	Y
Meteoroid [small space rock]	Space	Y
Meteor [space rock burning in atmosphere]	Space	Y
Meteorite [space rock that hits the ground]	Space	Y
Orbit [path an object follows around another]	Space	Y
Ellipse [oval-shaped orbit path]	Space	Y
Gravity [force that pulls objects together]	Space	Y
Satellite [object that orbits a planet]	Space	Y
Space probe [robot sent to explore space]	Space	Y
Space station [place where astronauts live in orbit]	Space	Y
Galaxy [huge group of stars and planets]	Space	Y
Milky Way [galaxy that holds our solar system]	Space	Y
Lagrange point [spot where gravity balances orbits]	Space	Y
L1 point [gravity-balance point between two bodies]	Space	Y
L2 point [gravity-balance point behind a body]	Space	Y
L3 point [gravity-balance point opposite side of sun]	Space	Y
L4 point [stable gravity point ahead in orbit]	Space	Y
L5 point [stable gravity point behind in orbit]	Space	Y
Asteroid belt [ring of asteroids between Mars and Jupiter]	Space	Y
Kuiper Belt [region of icy bodies beyond Neptune]	Space	Y
Oort Cloud [distant shell of icy objects]	Space	Y
Ancient Egypt [built pyramids and hieroglyphs]	Ancient World	Y
Mesopotamia [created first known writing]	Ancient World	Y
Ancient Sumer [built early cities and ziggurats]	Ancient World	Y
Babylon [famous law code and hanging gardens]	Ancient World	Y
Assyria [strong army and iron weapons]	Ancient World	Y
Ancient Greece [started democracy and philosophy]	Ancient World	Y
Sparta [military-focused city-state]	Ancient World	Y
Athens [center of art and learning]	Ancient World	Y
Ancient Rome [built roads and strong laws]	Ancient World	Y
Byzantine Empire [kept Roman law and learning alive]	Ancient World	Y
Ancient China [invented paper and compass]	Ancient World	Y
Shang Dynasty [early Chinese writing and bronze]	Ancient World	Y
Zhou Dynasty [Mandate of Heaven idea]	Ancient World	Y
Qin Dynasty [first united Chinese empire]	Ancient World	Y
Han Dynasty [expanded trade on Silk Road]	Ancient World	Y
Indus Valley [planned cities with drains]	Ancient World	Y
Ancient India (Maurya) [spread Buddhism]	Ancient World	Y
Gupta Empire [advances in math and medicine]	Ancient World	Y
Ancient Persia [built huge empire with roads]	Ancient World	Y
Phoenicia [expert sailors and alphabet]	Ancient World	Y
Mayan civilization [complex calendar and pyramids]	Ancient World	Y
Aztec Empire [floating gardens and temples]	Ancient World	Y
Inca Empire [mountain roads and terraces]	Ancient World	Y
Ancient Israel [monotheistic faith traditions]	Ancient World	Y
Carthage [powerful trading sea empire]	Ancient World	Y
Hittites [early ironworking skills]	Ancient World	Y
Olmec [giant stone head sculptures]	Ancient World	Y
Minoan civilization [sea trade and palaces]	Ancient World	Y
Mycenaean civilization [early Greek warriors]	Ancient World	Y
Song Dynasty China [gunpowder and printing]	Ancient World	Y
American Revolution [1775–1783 colonies win independence]	Geopolitics	Y
French Revolution [1789–1799 overthrew French monarchy]	Geopolitics	Y
War of 1812 [1812–1815 US vs Britain conflict]	Geopolitics	Y
Mexican–American War [1846–1848 US gains southwest lands]	Geopolitics	Y
US Civil War [1861–1865 North vs South over slavery]	Geopolitics	Y
Spanish–American War [1898 US gains overseas territories]	Geopolitics	Y
World War I [1914–1918 global war in Europe]	Geopolitics	Y
"Russian Revolution [1917 tsar overthrown, USSR formed]"	Geopolitics	Y
Treaty of Versailles [1919 punished Germany after WWI]	Geopolitics	Y
Great Depression [1929–1939 worldwide economic crisis]	Geopolitics	Y
World War II [1939–1945 global war against Axis powers]	Geopolitics	Y
United Nations formed [1945 world group for peace]	Geopolitics	Y
Marshall Plan [1948–1952 US helps rebuild Europe]	Geopolitics	Y
Cold War begins [late 1940s US–USSR rivalry]	Geopolitics	Y
Korean War [1950–1953 North vs South Korea]	Geopolitics	Y
Cuban Missile Crisis [1962 US–USSR nuclear standoff]	Geopolitics	Y
Vietnam War [1955–1975 conflict in Southeast Asia]	Geopolitics	Y
Civil Rights Act [1964 US law banning segregation]	Geopolitics	Y
Detente period [1970s eased Cold War tensions]	Geopolitics	Y
Soviet Union collapses [1991 ends Cold War era]	Geopolitics	Y
Gulf War [1990–1991 US-led force frees Kuwait]	Geopolitics	Y
Good Friday Agreement [1998 peace in Northern Ireland]	Geopolitics	Y
9/11 attacks [2001 terror attack on United States]	Geopolitics	Y
War in Afghanistan [2001–2021 long US-led conflict]	Geopolitics	Y
Iraq War [2003–2011 US-led invasion of Iraq]	Geopolitics	Y
Paris Climate Agreement [2015 global climate pledge]	Geopolitics	Y
Brexit referendum [2016 UK votes to leave EU]	Geopolitics	Y
Confederation of Canada [1867 provinces unite as nation]	Geopolitics	Y
Rebellion of 1837 [1837 armed uprising for reform]	Geopolitics	Y
British North America Act [1867 created Dominion of Canada]	Geopolitics	Y
Red River Rebellion [1869–1870 Métis resist land loss]	Geopolitics	Y
Klondike Gold Rush [1896–1899 massive gold migration]	Geopolitics	Y
Fall of Constantinople [1453 Ottomans end Byzantine Empire]	Geopolitics	Y
Protestant Reformation [1517 Luther challenges Catholic Church]	Geopolitics	Y
Peace of Westphalia [1648 ended Thirty Years’ War]	Geopolitics	Y
Glorious Revolution [1688 limited monarchy in England]	Geopolitics	Y
Seven Years’ War [1756–1763 global colonial conflict]	Geopolitics	Y
Napoleonic Wars [1803–1815 Napoleon conquers Europe]	Geopolitics	Y
Unification of Italy [1861 multiple states form Italy]	Geopolitics	Y
Unification of Germany [1871 Bismarck creates German Empire]	Geopolitics	Y
Fall of Berlin Wall [1989 end of Cold War division]	Geopolitics	Y
Mongol invasion of Rus [1237–1240 Mongols conquer Russia]	Geopolitics	Y
Time of Troubles [1598–1613 chaos and foreign invasion]	Geopolitics	Y
Romanov Dynasty begins [1613 ended time of troubles]	Geopolitics	Y
Decembrist Revolt [1825 nobles tried to end autocracy]	Geopolitics	Y
Crimean War [1853–1856 Russia vs European powers]	Geopolitics	Y
October Revolution [1917 Bolsheviks seize power]	Geopolitics	Y
all of Han Dynasty [220 AD empire splits into warlord states]	Geopolitics	Y
Tang Dynasty golden age [618–907 poetry and trade peak]	Geopolitics	Y
Mongol conquest of China [1279 Kublai Khan forms Yuan Dynasty]	Geopolitics	Y
Ming Dynasty founded [1368 Han Chinese overthrow Mongols]	Geopolitics	Y
Opium Wars [1839–1860 Britain forces trade openings]	Geopolitics	Y
Boxer Rebellion [1900 uprising against foreign influence]	Geopolitics	Y
"Meiji Restoration [1868 ended shogun rule, modernized Japan]"	Geopolitics	Y
Battle of Sekigahara [1600 unified Japan under Tokugawa]	Geopolitics	Y
Sino-Japanese War [1894–1895 Japan gains Taiwan]	Geopolitics	Y
Russo-Japanese War [1904–1905 Japan defeats Russia]	Geopolitics	Y
Treaty of Kanagawa [1854 US opens Japan to trade]	Geopolitics	Y
Inca Empire founded [1438 expanded across Andes]	Geopolitics	Y
Spanish conquest of Inca [1532–1572 Pizarro ends empire]	Geopolitics	Y
Brazilian independence [1822 Portugal colony becomes empire]	Geopolitics	Y
War of the Triple Alliance [1864–1870 Paraguay vs neighbors]	Geopolitics	Y
Chaco War [1932–1935 Bolivia vs Paraguay over land]	Geopolitics	Y
Battle of Tours [732 stopped Muslim advance in Europe]	Geopolitics	Y
Seljuk Turks conquer Persia [1037 expanded Islamic empire]	Geopolitics	Y
Mongol sack of Baghdad [1258 ended Abbasid Caliphate]	Geopolitics	Y
Ottoman conquest of Constantinople [1453 became Ottoman capital]	Geopolitics	Y
Arab Revolt [1916 against Ottoman rule in Arabia]	Geopolitics	Y
"Iranian Revolution [1979 overthrew monarchy, created Islamic Republic]"	Geopolitics	Y
Rise of Kingdom of Aksum [100 AD powerful Ethiopian trading empire]	Geopolitics	Y
Ghana Empire peak [800–1100 gold and salt trade]	Geopolitics	Y
Mali Empire under Mansa Musa [1312–1337 richest king ever]	Geopolitics	Y
Zulu Kingdom expansion [1816–1879 Shaka’s military reforms]	Geopolitics	Y
Berlin Conference [1884–1885 Europeans divide Africa]	Geopolitics	Y
Scramble for Africa [1880s–1914 colonial land grab]	Geopolitics	Y
Christopher Columbus [voyages linking Europe and Americas]	Pioneers	Y
Ferdinand Magellan [crew first sailed around world]	Pioneers	Y
Marco Polo [described travels to Asia]	Pioneers	Y
Lewis and Clark [explored western United States]	Pioneers	Y
Sacagawea [guided explorers in the West]	Pioneers	Y
Neil Armstrong [first person to walk on moon]	Pioneers	Y
Yuri Gagarin [first human in space]	Pioneers	Y
Amelia Earhart [pioneering woman pilot]	Pioneers	Y
Isaac Newton [laws of motion and gravity]	Pioneers	Y
"Galileo Galilei [improved telescope, studied planets]"	Pioneers	Y
Albert Einstein [theories of relativity]	Pioneers	Y
Marie Curie [discovered important radioactive elements]	Pioneers	Y
Nikola Tesla [pioneered alternating current power]	Pioneers	Y
Thomas Edison [improved light bulb and devices]	Pioneers	Y
Alexander Graham Bell [invented practical telephone]	Pioneers	Y
Charles Darwin [theory of evolution by natural selection]	Pioneers	Y
Gregor Mendel [discoveries in genetics with peas]	Pioneers	Y
Rachel Carson [sparked modern environmental movement]	Pioneers	Y
Leonardo da Vinci [Renaissance art and inventions]	Pioneers	Y
Michelangelo [famous sculptures and paintings]	Pioneers	Y
Ludwig van Beethoven [influential classical music]	Pioneers	Y
Wolfgang Amadeus Mozart [prolific composer]	Pioneers	Y
Pablo Picasso [pioneered modern art styles]	Pioneers	Y
Frida Kahlo [iconic self-portraits and identity themes]	Pioneers	Y
Harriet Tubman [led enslaved people to freedom]	Pioneers	Y
Frederick Douglass [abolitionist writer and speaker]	Pioneers	Y
Susan B. Anthony [fought for women’s voting rights]	Pioneers	Y
Mahatma Gandhi [led nonviolent independence movement]	Pioneers	Y
Martin Luther King Jr. [led US civil rights movement]	Pioneers	Y
Rosa Parks [sparked bus boycott for equality]	Pioneers	Y
"Nelson Mandela [fought apartheid, became president]"	Pioneers	Y
Cesar Chavez [organized farm workers for rights]	Pioneers	Y
Malala Yousafzai [stands up for girls’ education]	Pioneers	Y
"Zeus [Greece king of gods, sky and thunder]"	Mythology	Y
"Hera [Greece queen of gods, marriage protector]"	Mythology	Y
Poseidon [Greece god of sea and earthquakes]	Mythology	Y
Demeter [Greece goddess of agriculture and harvest]	Mythology	Y
Hades [Greece god of underworld and dead]	Mythology	Y
Athena [Greece goddess of wisdom and war strategy]	Mythology	Y
"Apollo [Greece god of sun, music and prophecy]"	Mythology	Y
Artemis [Greece goddess of hunt and moon]	Mythology	Y
Ares [Greece god of war and violence]	Mythology	Y
Aphrodite [Greece goddess of love and beauty]	Mythology	Y
Hermes [Greece god of travel and messengers]	Mythology	Y
Hephaestus [Greece god of fire and blacksmiths]	Mythology	Y
Dionysus [Greece god of wine and parties]	Mythology	Y
Hestia [Greece goddess of hearth and home]	Mythology	Y
Cronus [Greece Titan ruler of golden age]	Mythology	Y
Rhea [Greece Titan mother of Olympians]	Mythology	Y
Oceanus [Greece Titan god of ocean rivers]	Mythology	Y
Atlas [Greece Titan holds up the sky]	Mythology	Y
Prometheus [Greece Titan stole fire for humans]	Mythology	Y
Gaia [Greece primordial earth mother]	Mythology	Y
Uranus [Greece primordial sky father]	Mythology	Y
Typhon [Greece monstrous storm giant]	Mythology	Y
"Cyclops [Greece one-eyed giants, weapon makers]"	Mythology	Y
Minotaur [Greece bull-headed man-eating monster]	Mythology	Y
Medusa [Greece snake-haired monster turns to stone]	Mythology	Y
Cerberus [Greece three-headed guard dog of underworld]	Mythology	Y
Pegasus [Greece winged horse from Medusa]	Mythology	Y
Chimera [Greece fire-breathing lion-goat-snake]	Mythology	Y
Hydra [Greece multi-headed regenerating serpent]	Mythology	Y
Sphinx [Greece riddle-asking lion-woman]	Mythology	Y
Hercules [Greece hero of twelve labors]	Mythology	Y
Achilles [Greece warrior with invincible heel]	Mythology	Y
Odysseus [Greece clever king of Ithaca]	Mythology	Y
Perseus [Greece slayer of Medusa]	Mythology	Y
Thor [Norse god of thunder and hammer]	Mythology	Y
"Odin [Norse king of gods, wisdom seeker]"	Mythology	Y
Loki [Norse trickster god and shapeshifter]	Mythology	Y
Freyja [Norse goddess of love and war]	Mythology	Y
Freyr [Norse god of fertility and peace]	Mythology	Y
Tyr [Norse god of war and justice]	Mythology	Y
"Fenrir [Norse giant wolf, Ragnarok destroyer]"	Mythology	Y
Jormungandr [Norse world-encircling serpent]	Mythology	Y
Valkyries [Norse warrior women choosers of slain]	Mythology	Y
Yggdrasil [Norse world tree connecting realms]	Mythology	Y
Ra [Egypt sun god and creator]	Mythology	Y
Osiris [Egypt god of afterlife and resurrection]	Mythology	Y
Isis [Egypt goddess of magic and motherhood]	Mythology	Y
Anubis [Egypt jackal god of embalming]	Mythology	Y
Horus [Egypt falcon god of kingship]	Mythology	Y
Set [Egypt god of chaos and storms]	Mythology	Y
Thoth [Egypt ibis god of writing and knowledge]	Mythology	Y
Bastet [Egypt cat goddess of protection]	Mythology	Y
Amun [Egypt hidden god of creation]	Mythology	Y
Sphinx [Egypt lion-bodied guardian of pyramids]	Mythology	Y
Anansi [Africa West spider trickster storyteller]	Mythology	Y
Olorun [Yoruba Nigeria sky creator god]	Mythology	Y
Shango [Yoruba Nigeria thunder and justice god]	Mythology	Y
Ogun [Yoruba Nigeria iron and war god]	Mythology	Y
Mami Wata [Africa water spirit of wealth and beauty]	Mythology	Y
Amaterasu [Japan sun goddess ancestor]	Mythology	Y
Susanoo [Japan storm god brother of sun]	Mythology	Y
Izanagi [Japan creator god of creation]	Mythology	Y
Izanami [Japan creator goddess of death]	Mythology	Y
Kitsune [Japan fox spirits shapeshifters]	Mythology	Y
Kappa [Japan water imp with turtle shell]	Mythology	Y
Tengu [Japan bird-like mountain demons]	Mythology	Y
Jade Emperor [China supreme ruler of heaven]	Mythology	Y
Nuwa [China serpent goddess created humans]	Mythology	Y
Pangu [China giant separated earth and sky]	Mythology	Y
Sun Wukong [China Monkey King trickster hero]	Mythology	Y
Dragons [China wise rain-bringing serpents]	Mythology	Y
Nine-tailed fox [China seductive shape-shifting spirit]	Mythology	Y
Yama [India Hindu god of death and justice]	Mythology	Y
Shiva [India destroyer and transformer god]	Mythology	Y
Vishnu [India preserver god with avatars]	Mythology	Y
Lakshmi [India goddess of wealth and prosperity]	Mythology	Y
Hanuman [India monkey god loyal hero]	Mythology	Y
Garuda [India eagle mount of Vishnu]	Mythology	Y
Kali [India fierce goddess of time and destruction]	Mythology	Y
Tezcatlipoca [Aztec Mexico smoking mirror god]	Mythology	Y
Quetzalcoatl [Aztec Mexico feathered serpent creator]	Mythology	Y
Huitzilopochtli [Aztec Mexico war and sun god]	Mythology	Y
Xipe Totec [Aztec Mexico renewal god flayed skin]	Mythology	Y
Jaguar warriors [Aztec Mexico elite fighter order]	Mythology	Y
Inti [Inca Peru sun god emperor ancestor]	Mythology	Y
Viracocha [Inca Peru creator god of sea]	Mythology	Y
Mama Quilla [Inca Peru moon goddess]	Mythology	Y
Thor Heyerdahl [modern explorer of ancient voyages]	Mythology	Y
Anansi [Caribbean spider folklore hero]	Mythology	Y
Slenderman [modern creepypasta tall faceless figure]	Mythology	Y
Thunderbird [Native American massive storm-bringing bird]	Mythology	Y
Wendigo [Native American cannibalistic ice spirit monster]	Mythology	Y
Horned Serpent [Native American water guardian serpent]	Mythology	Y
Skinwalker [Navajo shapeshifting witch]	Mythology	Y
Piasa Bird [Illinois Native winged cat-like beast]	Mythology	Y
Water Panther [Ojibwe underwater panther spirit]	Mythology	Y
Raven [Pacific Northwest trickster creator bird]	Mythology	Y
Coyote [Native American trickster culture hero]	Mythology	Y
Spider Woman [Hopi creator weaver of world]	Mythology	Y
Kokopelli [Hopi fertility flute player]	Mythology	Y
Iktomi [Lakota spider trickster]	Mythology	Y
Gluskap [Algonquin culture hero giant]	Mythology	Y
Nanabozho [Ojibwe rabbit trickster]	Mythology	Y
Flying Head [Iroquois severed head monster]	Mythology	Y
Ogopogo [Inuit Canada lake serpent monster]	Mythology	Y
Pukwudgie [Wampanoag spiky-backed troll]	Mythology	Y
Gitchie Manitou [Ojibwe great spirit creator]	Mythology	Y
Estsanatlehi [Navajo changing woman goddess]	Mythology	Y
Spider Grandmother [Native Southwest creator weaver]	Mythology	Y
Maheo [Cheyenne all-father creator]	Mythology	Y
Unktehila [Lakota water serpent monsters]	Mythology	Y
Awonawilona [Zuni creator of all things]	Mythology	Y
Lodge Boy [Native twins culture heroes]	Mythology	Y
Horned Water Snake [Seminole underwater horned beast]	Mythology	Y
Gitchi Manitou [Algonquin great spirit of life]	Mythology	Y
Napi [Blackfoot trickster old man]	Mythology	Y
Tawa [Hopi sun god creator]	Mythology	Y
White Buffalo Calf Woman [Lakota sacred pipe bringer]	Mythology	Y
Shango [Yoruba Africa thunder axe god]	Mythology	Y
Ogun [Yoruba Africa iron war god]	Mythology	Y
Olorun [Yoruba Africa sky supreme creator]	Mythology	Y
Eshu [Yoruba Africa trickster messenger]	Mythology	Y
Yemoja [Yoruba Africa ocean mother goddess]	Mythology	Y
Oshun [Yoruba Africa river love goddess]	Mythology	Y
Obatala [Yoruba Africa white cloth creator]	Mythology	Y
Nyame [Ashanti Africa sky god]	Mythology	Y
Anansi [Ashanti West Africa spider storyteller]	Mythology	Y
Grootslang [South Africa elephant-snake treasure guardian]	Mythology	Y
Impundulu [Zulu South Africa lightning bird vampire]	Mythology	Y
Sasabonsam [Ghana forest vampire bat demon]	Mythology	Y
Tokoloshe [Zulu South Africa evil household imp]	Mythology	Y
Mami Wata [West Africa seductive water spirit]	Mythology	Y
Adro [Luganda Uganda sky and earth god]	Mythology	Y
Mulungu [East Africa supreme creator god]	Mythology	Y
Nyami Nyami [Zambia Zambezi river god serpent]	Mythology	Y
Amadioha [Igbo Nigeria thunder justice god]	Mythology	Y
Ala [Igbo Nigeria earth mother goddess]	Mythology	Y
Legba [Fon Benin crossroads trickster]	Mythology	Y
Quetzalcoatl [Aztec Mexico feathered serpent creator]?	Mythology	Y
Tláloc [Aztec Mexico rain thunder god]	Mythology	Y
Xochiquetzal [Aztec Mexico flowers love goddess]	Mythology	Y
Coatlicue [Aztec Mexico earth skirt-of-snakes]	Mythology	Y
Chalchiuhtlicue [Aztec Mexico jade water goddess]	Mythology	Y
Tlaltecuhtli [Aztec Mexico earth monster alligator]	Mythology	Y
Cipactli [Aztec Mexico primordial sea monster]	Mythology	Y
Itzpapalotl [Aztec Mexico obsidian butterfly demon]	Mythology	Y
Xipe Totec [Aztec Mexico flayed renewal god]	Mythology	Y
Mictlantecuhtli [Aztec Mexico skeleton death god]	Mythology	Y
Hunahpu [Maya twin hero ballplayer]?	Mythology	Y
Xbalanque [Maya twin hero underworld survivor]	Mythology	Y
Itzamna [Maya creator sky god]	Mythology	Y
Ix Chel [Maya moon medicine goddess]	Mythology	Y
Kukulkan [Maya feathered serpent wind god]	Mythology	Y
Buluc Chabtan [Maya war star demon]	Mythology	Y
Camazotz [Maya bat death god]	Mythology	Y
Ah Puch [Maya skull-faced death lord]	Mythology	Y
Inti [Inca Peru sun god emperor ancestor]	Mythology	Y
